seq_length,pct_hydrophobic,pct_polar,pct_charged_pos,pct_charged_neg,pct_special,subject_id,dataset,task,target,num_labels,primary_label
662,33.99,37.31,13.14,13.44,17.98,Q62167,DeepLoc,classification,,2,Cytoplasm
662,33.53,37.76,13.14,13.44,17.22,O00571,DeepLoc,classification,,4,Membrane
460,46.3,29.35,10.65,11.74,12.61,Q6YTW6,DeepLoc,classification,,1,Nucleus
239,39.33,32.64,11.3,13.39,9.21,Q23533,DeepLoc,classification,,1,Cytoplasm
660,33.94,37.12,13.33,13.33,18.33,O15523,DeepLoc,classification,,2,Cytoplasm
631,38.99,33.6,13.95,11.89,12.68,Q86TM3,DeepLoc,classification,,1,Nucleus
1074,42.09,36.59,9.5,8.57,16.57,P30599,DeepLoc,classification,,2,Membrane
462,40.69,35.06,11.47,10.61,21.0,Q9UJM3,DeepLoc,classification,,1,Cytoplasm
1441,33.17,41.22,12.01,10.96,17.97,Q5XJV7,DeepLoc,classification,,1,Nucleus
240,42.92,32.92,10.83,10.83,15.0,Q09675,DeepLoc,classification,,2,Cytoplasm
1082,37.25,55.64,0.92,5.55,12.11,Q9HDY9,DeepLoc,classification,,1,Cell membrane
466,41.63,31.97,12.45,11.37,11.16,Q9USN2,DeepLoc,classification,,2,Cytoplasm
299,44.48,21.4,16.05,16.39,12.37,Q9TXH9,DeepLoc,classification,,1,Cytoplasm
849,38.52,35.1,11.66,13.43,10.6,Q12205,DeepLoc,classification,,2,Membrane
639,42.57,33.49,9.86,12.21,10.17,O74534,DeepLoc,classification,,1,Cytoplasm
187,50.8,25.67,9.63,12.83,14.44,P49435,DeepLoc,classification,,2,Cytoplasm
227,47.58,40.09,5.73,5.73,13.66,D3ZQJ0,DeepLoc,classification,,2,Membrane
518,39.58,32.05,13.9,11.78,15.44,P38860,DeepLoc,classification,,2,Membrane
471,41.61,30.79,12.1,12.95,15.29,P17649,DeepLoc,classification,,1,Cytoplasm
546,53.85,33.88,5.68,6.23,15.02,A0A075TRA9,DeepLoc,classification,,3,Membrane
632,40.82,42.25,8.07,7.28,15.03,O13759,DeepLoc,classification,,1,Cytoplasm
1663,31.69,33.85,14.43,17.5,8.6,Q498G2,DeepLoc,classification,,1,Cytoplasm
939,38.87,34.61,12.03,11.93,12.67,Q06078,DeepLoc,classification,,1,Nucleus
282,37.23,26.95,11.35,23.05,9.22,P36121,DeepLoc,classification,,1,Nucleus
543,33.89,39.96,9.39,11.97,16.94,Q22024,DeepLoc,classification,,1,Nucleus
129,31.78,44.19,10.85,10.85,9.3,Q9HGP9,DeepLoc,classification,,2,Cytoplasm
129,31.78,44.19,10.85,10.85,9.3,P0CS85,DeepLoc,classification,,2,Cytoplasm
346,40.75,33.82,7.23,16.18,9.83,Q6LA53,DeepLoc,classification,,2,Cytoplasm
513,39.96,34.11,11.31,11.7,12.48,Q99M63,DeepLoc,classification,,2,Cytoplasm
513,39.96,34.11,11.31,11.7,12.48,Q2TAY7,DeepLoc,classification,,1,Nucleus
418,40.43,29.9,11.48,16.75,13.4,P31323,DeepLoc,classification,,3,Membrane
752,44.68,27.93,12.5,13.16,13.16,P54351,DeepLoc,classification,,1,Cytoplasm
267,46.44,29.96,10.86,10.49,14.23,P14020,DeepLoc,classification,,2,Membrane
131,43.51,31.3,16.79,3.82,9.16,P0CV12,DeepLoc,classification,,1,Extracellular
85,37.65,40.0,10.59,10.59,20.0,P84685,DeepLoc,classification,,1,Extracellular
84,39.29,40.48,8.33,10.71,17.86,P84688,DeepLoc,classification,,1,Extracellular
469,45.2,30.06,11.73,11.09,15.35,Q8TEA1,DeepLoc,classification,,1,Cytoplasm
1072,38.34,34.79,11.1,13.81,12.69,A9ZLX4,DeepLoc,classification,,1,Cytoplasm
126,38.1,34.92,17.46,7.94,15.87,P62318,DeepLoc,classification,,2,Cytoplasm
469,38.59,33.05,13.01,14.71,9.81,P08729,DeepLoc,classification,,1,Cytoplasm
611,43.54,32.41,10.8,10.47,11.13,O94955,DeepLoc,classification,,1,Golgi apparatus
325,42.15,29.85,12.0,12.62,15.38,O42888,DeepLoc,classification,,2,Cytoplasm
162,43.21,27.16,14.81,14.2,5.56,Q9P7N2,DeepLoc,classification,,5,Membrane
274,40.88,36.86,10.58,8.76,17.52,P35039,DeepLoc,classification,,1,Extracellular
420,32.38,42.86,10.71,12.14,9.29,P40038,DeepLoc,classification,,2,Cytoplasm
184,42.93,41.3,6.52,7.61,16.85,Q9P7P9,DeepLoc,classification,,2,Cytoplasm
1460,34.52,43.63,9.79,8.97,12.53,Q54HC6,DeepLoc,classification,,3,Membrane
504,40.67,31.15,11.51,13.29,15.48,O42844,DeepLoc,classification,,2,Membrane
515,44.85,28.54,11.84,12.43,14.37,O04862,DeepLoc,classification,,1,Mitochondrion
434,42.4,30.88,12.67,12.67,13.82,P06733,DeepLoc,classification,,3,Membrane
61,39.34,21.31,13.11,26.23,9.84,P84899,DeepLoc,classification,,1,Extracellular
145,47.59,26.21,10.34,13.1,15.17,Q8VHC3,DeepLoc,classification,,1,Cytoplasm
537,53.45,31.28,5.59,7.26,13.97,O59833,DeepLoc,classification,,2,Endoplasmic reticulum
422,44.79,31.28,9.72,10.43,15.88,Q09669,DeepLoc,classification,,1,Mitochondrion
219,42.01,33.79,11.42,10.5,9.59,Q9SIQ9,DeepLoc,classification,,2,Membrane
88,46.59,31.82,7.95,11.36,17.05,O75324,DeepLoc,classification,,2,Membrane
204,41.18,38.24,8.82,11.76,11.27,Q9Y7T8,DeepLoc,classification,,2,Cytoplasm
101,42.57,31.68,18.81,5.94,10.89,Q9P801,DeepLoc,classification,,1,Mitochondrion
249,30.92,43.78,15.26,6.83,11.65,P53718,DeepLoc,classification,,2,Cytoplasm
464,37.28,45.04,6.68,9.7,14.01,Q9LEW3,DeepLoc,classification,,1,Extracellular
262,39.69,40.84,12.98,4.58,21.37,P86871,DeepLoc,classification,,1,Extracellular
205,46.34,30.73,10.73,11.22,12.68,P49720,DeepLoc,classification,,2,Cytoplasm
175,42.29,36.0,10.29,9.71,17.14,Q9SXZ2,DeepLoc,classification,,3,Cytoplasm
452,37.17,34.96,13.05,14.16,10.62,Q75JL2,DeepLoc,classification,,1,Mitochondrion
786,37.53,34.35,14.12,10.81,14.25,Q5XTS1,DeepLoc,classification,,2,Membrane
776,38.14,33.63,14.3,10.95,13.27,Q8K1N1,DeepLoc,classification,,3,Membrane
174,40.8,36.21,8.62,12.64,14.37,O14032,DeepLoc,classification,,2,Cytoplasm
321,40.5,32.4,9.66,14.95,14.02,P16550,DeepLoc,classification,,2,Cytoplasm
433,34.41,30.02,15.7,19.17,12.47,Q93ZV7,DeepLoc,classification,,1,Nucleus
701,38.52,28.53,13.84,17.4,11.27,Q96VB9,DeepLoc,classification,,1,Cytoplasm
1430,38.88,34.34,13.01,11.89,8.32,P40061,DeepLoc,classification,,3,Membrane
791,42.1,32.11,10.24,12.01,18.08,Q5BGR2,DeepLoc,classification,,1,Cytoplasm
113,36.28,35.4,15.93,6.19,17.7,O74317,DeepLoc,classification,,1,Mitochondrion
448,41.29,37.95,7.81,10.94,8.48,O42907,DeepLoc,classification,,3,Membrane
471,39.07,33.12,11.68,14.65,11.25,Q12464,DeepLoc,classification,,1,Nucleus
533,42.59,32.83,10.13,11.63,14.82,Q16518,DeepLoc,classification,,2,Membrane
383,37.86,36.03,12.79,10.97,12.79,O14156,DeepLoc,classification,,2,Membrane
244,40.57,39.75,7.79,6.15,15.16,Q9UTQ4,DeepLoc,classification,,1,Mitochondrion
338,38.76,36.09,10.06,11.24,13.91,P47085,DeepLoc,classification,,2,Cytoplasm
107,45.79,36.45,11.21,3.74,11.21,Q7KSC4,DeepLoc,classification,,2,Membrane
483,33.95,37.89,13.25,14.49,9.11,P05787,DeepLoc,classification,,1,Cytoplasm
689,34.83,38.32,12.92,13.06,18.29,O15231,DeepLoc,classification,,1,Cytoplasm
242,44.21,33.06,10.74,10.33,16.94,O13725,DeepLoc,classification,,2,Cytoplasm
456,39.69,33.33,11.18,12.72,16.01,Q7SHQ1,DeepLoc,classification,,2,Membrane
568,45.6,33.8,9.86,9.33,14.08,Q9Y7M1,DeepLoc,classification,,1,Cytoplasm
2492,39.77,36.72,10.39,11.6,8.39,P0CE95,DeepLoc,classification,,1,Cytoplasm
198,38.89,33.84,16.16,7.58,12.63,Q03673,DeepLoc,classification,,2,Membrane
417,39.09,29.02,13.19,15.83,11.75,Q3TNH5,DeepLoc,classification,,3,Cytoplasm
258,44.19,31.78,10.47,13.18,10.47,Q6NKS4,DeepLoc,classification,,2,Membrane
502,38.65,35.06,9.56,9.96,21.51,P07247,DeepLoc,classification,,1,Nucleus
343,33.82,39.94,11.66,11.66,15.16,O59708,DeepLoc,classification,,2,Membrane
421,39.43,35.39,13.3,10.69,10.21,O94245,DeepLoc,classification,,1,Cytoplasm
1868,43.25,33.57,10.65,11.3,8.3,P38737,DeepLoc,classification,,2,Cytoplasm
249,37.35,30.92,12.85,13.25,14.46,Q9UTM0,DeepLoc,classification,,2,Cytoplasm
575,49.91,33.57,7.3,7.3,14.96,Q10286,DeepLoc,classification,,3,Membrane
856,31.78,32.59,15.19,17.29,12.97,Q6GNV6,DeepLoc,classification,,1,Nucleus
1176,40.9,31.97,11.48,13.18,11.82,Q9C5U2,DeepLoc,classification,,2,Membrane
469,41.36,28.78,12.79,15.78,10.87,A0A2H5RJD4,DeepLoc,classification,,1,Extracellular
295,50.85,27.12,13.56,5.42,14.24,O94511,DeepLoc,classification,,2,Membrane
176,42.61,27.84,14.77,12.5,11.93,O61722,DeepLoc,classification,,3,Membrane
133,34.59,30.08,14.29,19.55,3.01,C6Y4C2,DeepLoc,classification,,1,Cytoplasm
625,46.4,34.56,8.48,9.6,13.6,O94300,DeepLoc,classification,,2,Membrane
522,40.04,38.7,6.9,10.73,15.33,Q9BQ87,DeepLoc,classification,,1,Nucleus
322,41.61,37.89,8.7,11.18,15.53,P47818,DeepLoc,classification,,2,Membrane
1025,38.15,32.59,12.78,14.34,10.34,Q8R5F7,DeepLoc,classification,,1,Cytoplasm
570,46.32,29.3,11.4,11.4,14.91,Q40406,DeepLoc,classification,,2,Membrane
286,40.21,25.87,19.93,13.29,6.64,P21771,DeepLoc,classification,,1,Mitochondrion
1168,32.45,37.16,14.04,14.04,14.38,Q8IZD2-8,DeepLoc,classification,,3,Membrane
1858,34.82,39.56,10.66,10.71,20.94,Q8IZD2,DeepLoc,classification,,2,Cytoplasm
609,34.15,35.14,13.46,14.61,13.3,Q8IZD2-3,DeepLoc,classification,,1,Nucleus
262,36.64,25.95,6.49,30.92,12.21,O74515,DeepLoc,classification,,1,Nucleus
440,42.05,29.55,11.14,13.64,17.05,A0A0H5BMX5,DeepLoc,classification,,1,Plastid
279,31.18,26.16,8.24,33.33,11.83,P32447,DeepLoc,classification,,1,Nucleus
516,36.43,33.53,8.53,19.57,10.47,Q9P775,DeepLoc,classification,,2,Cytoplasm
455,41.54,35.6,9.23,9.89,14.51,Q9R1K7,DeepLoc,classification,,2,Cytoplasm
408,38.48,32.84,13.48,10.54,12.01,G5EDE5,DeepLoc,classification,,2,Membrane
360,42.22,35.56,11.39,9.17,13.33,P25379,DeepLoc,classification,,1,Mitochondrion
739,40.46,33.02,12.04,13.13,14.34,Q9VQ79,DeepLoc,classification,,2,Membrane
583,34.13,31.22,16.98,15.61,7.38,P33203,DeepLoc,classification,,1,Nucleus
105,37.14,28.57,10.48,22.86,14.29,Q53QV2,DeepLoc,classification,,2,Cytoplasm
1055,33.65,42.65,10.24,10.52,12.61,Q75J96,DeepLoc,classification,,1,Cytoplasm
492,42.07,34.76,10.57,10.16,14.84,P93033,DeepLoc,classification,,1,Mitochondrion
958,43.53,27.24,13.05,13.78,10.33,Q21986,DeepLoc,classification,,1,Nucleus
372,40.05,33.6,12.1,11.29,10.48,Q9UMW8,DeepLoc,classification,,1,Cytoplasm
77,41.56,28.57,15.58,14.29,10.39,O74966,DeepLoc,classification,,2,Cytoplasm
931,41.25,30.93,9.99,15.25,13.43,Q2HXL6,DeepLoc,classification,,1,Endoplasmic reticulum
711,41.49,31.36,12.8,12.24,11.11,Q9N0Y2,DeepLoc,classification,,1,Cytoplasm
715,41.4,31.61,13.15,11.75,11.89,P20592,DeepLoc,classification,,2,Cytoplasm
76,46.05,27.63,13.16,10.53,15.79,P62308,DeepLoc,classification,,2,Cytoplasm
276,35.14,26.81,21.01,13.04,13.04,O74978,DeepLoc,classification,,1,Nucleus
117,47.01,28.21,12.82,10.26,14.53,Q57Y88,DeepLoc,classification,,1,Cytoplasm
333,40.24,27.03,14.41,14.11,12.91,O64817,DeepLoc,classification,,2,Cytoplasm
647,31.84,37.4,12.83,16.38,9.12,O13734,DeepLoc,classification,,1,Nucleus
197,39.59,33.5,15.74,10.66,11.68,Q93ZM9,DeepLoc,classification,,1,Nucleus
642,39.56,31.78,12.31,15.58,12.93,P10591,DeepLoc,classification,,2,Cytoplasm
645,39.38,32.4,12.09,15.5,11.94,P46587,DeepLoc,classification,,2,Cytoplasm
656,39.48,32.77,12.2,14.94,14.18,P41797,DeepLoc,classification,,2,Cytoplasm
357,38.38,38.66,10.36,10.92,14.85,P27699,DeepLoc,classification,,1,Nucleus
244,39.75,38.93,9.84,9.02,10.25,O13979,DeepLoc,classification,,1,Cytoplasm
770,42.47,33.25,9.48,10.39,12.73,Q8IYT2,DeepLoc,classification,,2,Cytoplasm
317,40.38,30.91,12.62,14.83,12.3,O17850,DeepLoc,classification,,2,Cytoplasm
246,42.28,29.27,10.57,15.85,6.5,P36068,DeepLoc,classification,,2,Cytoplasm
352,40.34,35.23,11.08,10.8,8.52,Q12366,DeepLoc,classification,,1,Nucleus
213,37.09,30.99,14.55,14.55,11.74,O94468,DeepLoc,classification,,1,Nucleus
198,33.33,44.44,12.12,7.07,23.23,P40325,DeepLoc,classification,,1,Cytoplasm
355,39.15,30.7,15.21,12.68,13.24,Q09907,DeepLoc,classification,,1,Nucleus
335,36.42,32.54,14.03,15.22,11.04,Q9XIN7,DeepLoc,classification,,3,Membrane
483,34.58,28.36,19.05,16.36,11.18,P33322,DeepLoc,classification,,1,Nucleus
346,30.64,23.12,13.58,31.79,10.69,Q9NLA3,DeepLoc,classification,,2,Cytoplasm
558,32.8,46.77,8.96,8.78,18.28,G5EGU9,DeepLoc,classification,,2,Cytoplasm
734,40.33,33.24,11.17,12.53,15.8,P20192,DeepLoc,classification,,1,Cytoplasm
1234,34.85,33.87,16.13,11.59,16.86,Q62315,DeepLoc,classification,,1,Nucleus
1246,34.59,34.03,15.97,11.72,16.69,Q92833,DeepLoc,classification,,1,Nucleus
432,43.06,30.32,12.27,13.19,9.26,Q9SWA6,DeepLoc,classification,,1,Nucleus
280,51.79,32.5,7.5,5.71,18.93,P93004,DeepLoc,classification,,2,Membrane
649,36.36,36.21,13.87,11.25,9.71,Q7K4M4,DeepLoc,classification,,1,Nucleus
314,40.76,31.21,10.19,15.29,10.83,O94495,DeepLoc,classification,,2,Cytoplasm
156,35.9,39.1,12.18,8.97,11.54,Q9NDE7,DeepLoc,classification,,1,Extracellular
269,39.03,34.2,15.61,7.06,18.96,P31334,DeepLoc,classification,,1,Mitochondrion
185,31.89,30.81,18.92,17.3,8.65,Q02521,DeepLoc,classification,,2,Cytoplasm
632,37.34,33.23,14.4,13.13,10.28,Q04049,DeepLoc,classification,,1,Nucleus
420,41.43,31.19,12.62,14.05,12.14,P22768,DeepLoc,classification,,1,Cytoplasm
376,39.36,31.91,12.5,13.83,13.56,N1P3Y5,DeepLoc,classification,,1,Cytoplasm
376,39.36,31.91,12.5,13.56,13.83,P0CT22,DeepLoc,classification,,1,Cytoplasm
358,40.22,28.77,14.25,14.53,15.36,Q9WU34,DeepLoc,classification,,1,Cytoplasm
276,40.22,35.51,11.23,9.78,13.04,Q9FJX3,DeepLoc,classification,,2,Membrane
810,37.28,38.4,9.63,10.74,19.88,Q8BL48,DeepLoc,classification,,1,Cytoplasm
810,37.04,38.77,9.63,10.74,20.12,Q9C0B0,DeepLoc,classification,,1,Cytoplasm
217,35.02,31.34,16.59,16.13,9.22,Q9P2W1,DeepLoc,classification,,1,Nucleus
377,38.2,31.03,14.32,13.26,12.73,P16658,DeepLoc,classification,,3,Membrane
333,40.84,33.33,9.01,13.51,14.11,Q6NUD0,DeepLoc,classification,,2,Cytoplasm
342,42.4,30.99,13.16,12.28,12.87,Q9GZY8,DeepLoc,classification,,3,Membrane
117,29.91,38.46,15.38,13.68,16.24,Q9UTB8,DeepLoc,classification,,1,Nucleus
349,44.99,29.8,10.6,11.75,15.76,P53199,DeepLoc,classification,,2,Membrane
408,37.5,31.62,12.25,17.4,12.25,P25040,DeepLoc,classification,,1,Cytoplasm
65,47.69,26.15,7.69,18.46,7.69,Q8WQK0,DeepLoc,classification,,1,Extracellular
186,39.25,36.02,13.44,10.22,11.83,O94498,DeepLoc,classification,,2,Cytoplasm
161,39.75,24.22,13.04,21.74,8.07,Q9Y709,DeepLoc,classification,,2,Cytoplasm
386,41.45,30.05,12.69,15.03,13.47,G5EDW7,DeepLoc,classification,,1,Nucleus
746,39.95,33.91,10.19,14.08,8.98,P48365,DeepLoc,classification,,1,Cytoplasm
684,38.6,30.7,11.11,17.54,12.28,Q9W032,DeepLoc,classification,,1,Cytoplasm
949,38.15,29.93,12.96,17.28,10.64,G5EFV3,DeepLoc,classification,,1,Cytoplasm
1668,21.28,29.08,24.76,22.06,12.23,Q5T200,DeepLoc,classification,,1,Nucleus
1729,22.5,26.32,25.33,22.9,12.49,E9Q784,DeepLoc,classification,,1,Nucleus
636,40.41,31.6,12.26,13.36,11.79,O23702,DeepLoc,classification,,2,Cytoplasm
369,41.73,35.5,9.76,11.11,13.01,Q9LT47,DeepLoc,classification,,1,Nucleus
217,41.94,30.41,17.05,9.68,9.68,P0CX43,DeepLoc,classification,,1,Cytoplasm
78,58.97,32.05,3.85,5.13,2.56,Q8ISL8,DeepLoc,classification,,1,Extracellular
388,40.21,33.51,12.37,11.34,12.89,Q86MP3,DeepLoc,classification,,1,Cytoplasm
1167,42.07,32.73,10.8,12.77,13.37,Q8T2I8,DeepLoc,classification,,1,Cytoplasm
781,36.88,31.37,12.68,17.29,10.76,Q867X0,DeepLoc,classification,,1,Nucleus
844,36.73,23.58,17.77,20.14,6.4,Q5DTN8,DeepLoc,classification,,1,Golgi apparatus
810,34.2,25.56,18.4,20.0,6.54,Q96AA8,DeepLoc,classification,,1,Golgi apparatus
414,39.37,32.85,12.56,13.04,13.04,O75874,DeepLoc,classification,,2,Cytoplasm
88,36.36,37.5,17.05,5.68,14.77,O13973,DeepLoc,classification,,1,Mitochondrion
1658,26.6,36.25,10.8,23.82,9.41,Q03661,DeepLoc,classification,,1,Nucleus
217,56.68,31.8,9.22,1.84,9.68,P40857,DeepLoc,classification,,3,Membrane
1463,33.9,30.69,14.7,18.18,8.75,Q9GYZ0,DeepLoc,classification,,1,Cytoplasm
707,31.26,32.96,13.86,20.37,5.52,P47166,DeepLoc,classification,,1,Golgi apparatus
714,34.87,49.3,7.42,5.88,19.61,Q5AK51,DeepLoc,classification,,1,Nucleus
445,33.26,26.07,16.18,22.92,9.44,P38351,DeepLoc,classification,,1,Nucleus
230,36.09,29.57,14.35,18.26,7.39,Q8GYD2,DeepLoc,classification,,1,Nucleus
1211,43.1,28.82,11.89,13.71,9.25,Q18297,DeepLoc,classification,,2,Membrane
127,37.8,30.71,14.17,17.32,9.45,Q9Y803,DeepLoc,classification,,2,Cytoplasm
618,47.73,34.95,8.09,7.93,12.46,A0A1D8PMB1,DeepLoc,classification,,2,Membrane
499,41.28,29.46,13.23,13.63,14.23,O42870,DeepLoc,classification,,1,Cytoplasm
88,38.64,34.09,9.09,18.18,7.95,P49125,DeepLoc,classification,,1,Extracellular
824,42.23,30.7,11.53,12.99,11.77,P53848,DeepLoc,classification,,2,Membrane
170,43.53,27.65,18.82,7.65,11.76,D0NPQ0,DeepLoc,classification,,1,Extracellular
189,40.21,31.22,17.99,7.41,13.76,D0RLZ2,DeepLoc,classification,,1,Extracellular
192,47.4,24.48,16.67,10.94,14.58,Q9Y3B7,DeepLoc,classification,,1,Mitochondrion
73,39.73,36.99,10.96,12.33,12.33,P0DKQ0,DeepLoc,classification,,1,Extracellular
231,47.19,28.14,12.12,11.69,12.55,Q4QTJ1,DeepLoc,classification,,3,Membrane
112,28.57,25.0,29.46,16.07,6.25,Q9UTM1,DeepLoc,classification,,1,Nucleus
1226,38.42,34.91,11.09,13.05,13.05,Q9UPW5,DeepLoc,classification,,2,Cytoplasm
1218,38.34,34.98,11.17,12.64,13.79,Q641K1,DeepLoc,classification,,3,Cytoplasm
111,29.73,27.03,18.92,20.72,12.61,Q9SGE2,DeepLoc,classification,,1,Nucleus
494,45.34,36.44,6.28,10.93,12.75,Q5XM24,DeepLoc,classification,,1,Extracellular
1284,35.75,36.6,13.32,12.23,10.51,P90520,DeepLoc,classification,,1,Mitochondrion
636,42.92,33.81,10.06,10.85,13.52,P93604,DeepLoc,classification,,2,Membrane
415,37.59,37.59,10.84,11.08,12.77,A1L4W5,DeepLoc,classification,,2,Cytoplasm
166,42.77,25.9,12.05,16.87,10.84,A8J3A0,DeepLoc,classification,,1,Cytoplasm
236,49.15,22.03,13.56,13.56,18.64,Q8N6I1,DeepLoc,classification,,1,Nucleus
445,46.97,29.44,11.24,10.56,11.69,Q14849,DeepLoc,classification,,2,Membrane
604,37.75,40.07,8.61,8.94,19.04,O13801,DeepLoc,classification,,1,Nucleus
491,40.12,35.03,11.81,10.39,14.26,Q9M9H7,DeepLoc,classification,,2,Membrane
1156,34.6,40.92,9.08,12.02,17.3,Q86VB7,DeepLoc,classification,,2,Membrane
695,40.86,33.24,11.65,11.94,8.2,Q9Y7X2,DeepLoc,classification,,2,Cytoplasm
836,37.44,36.0,12.56,11.48,12.56,Q9H2F5,DeepLoc,classification,,1,Nucleus
233,30.47,24.46,21.89,20.17,9.01,P47006,DeepLoc,classification,,1,Nucleus
150,34.67,37.33,15.33,10.0,15.33,P53568,DeepLoc,classification,,1,Nucleus
192,46.88,25.0,16.67,10.94,13.02,Q2YDI0,DeepLoc,classification,,1,Mitochondrion
192,46.35,25.0,16.67,10.94,14.06,Q9CQF0,DeepLoc,classification,,1,Mitochondrion
356,38.48,31.18,16.01,11.52,24.16,Q9C086,DeepLoc,classification,,1,Nucleus
631,37.56,33.28,13.31,13.63,12.52,O94443,DeepLoc,classification,,1,Nucleus
732,41.8,41.39,7.1,6.97,20.49,Q01842,DeepLoc,classification,,1,Nucleus
483,43.69,31.26,11.18,11.18,10.77,Q9Y827,DeepLoc,classification,,1,Cytoplasm
840,41.19,27.5,18.45,10.71,5.12,O13652,DeepLoc,classification,,2,Cytoplasm
341,34.31,25.51,16.42,21.11,9.68,Q9R1C0,DeepLoc,classification,,1,Nucleus
602,41.86,31.06,12.13,13.46,13.46,Q8T079,DeepLoc,classification,,1,Nucleus
334,42.22,29.04,12.57,14.67,11.08,Q8LGB6,DeepLoc,classification,,4,Membrane
225,35.56,33.33,14.22,15.11,6.67,Q967U1,DeepLoc,classification,,1,Nucleus
686,35.42,42.86,10.06,9.91,8.89,P40485,DeepLoc,classification,,2,Membrane
272,43.38,31.25,11.03,11.03,18.75,O94701,DeepLoc,classification,,2,Cytoplasm
161,37.27,24.22,12.42,24.22,9.32,P06704,DeepLoc,classification,,1,Nucleus
385,42.86,33.77,12.21,8.83,12.73,Q64104,DeepLoc,classification,,1,Nucleus
320,44.69,28.75,10.94,10.94,17.81,Q8VHK0,DeepLoc,classification,,1,Peroxisome
589,37.86,35.31,12.73,10.36,15.28,Q969H0-4,DeepLoc,classification,,1,Nucleus
320,40.0,33.12,12.5,12.81,10.62,Q02046,DeepLoc,classification,,2,Cytoplasm
531,44.44,28.06,12.81,12.43,14.5,P14618,DeepLoc,classification,,2,Cytoplasm
278,37.41,31.29,13.67,15.11,12.23,O13871,DeepLoc,classification,,2,Cytoplasm
146,39.73,42.47,8.9,8.22,22.6,P82953,DeepLoc,classification,,1,Extracellular
356,38.48,29.21,13.48,15.45,12.92,Q9DE33,DeepLoc,classification,,1,Cytoplasm
361,38.78,28.25,13.85,15.51,14.4,Q15019,DeepLoc,classification,,3,Cytoplasm
231,36.8,38.53,11.69,9.52,12.99,P26717,DeepLoc,classification,,2,Membrane
581,40.1,28.57,13.08,14.8,15.49,Q39033,DeepLoc,classification,,2,Membrane
370,37.57,31.62,12.97,14.05,12.16,P36156,DeepLoc,classification,,1,Cytoplasm
480,38.12,33.54,8.54,16.67,13.75,Q9P783,DeepLoc,classification,,2,Cytoplasm
549,35.15,36.07,13.84,14.03,13.3,Q9USL4,DeepLoc,classification,,1,Nucleus
786,39.31,34.61,12.09,12.21,9.29,Q12340,DeepLoc,classification,,2,Cytoplasm
757,42.01,28.53,11.62,14.4,12.29,O13794,DeepLoc,classification,,2,Cytoplasm
534,41.2,32.77,11.05,11.05,16.67,Q9LDH0,DeepLoc,classification,,2,Membrane
386,39.12,33.94,10.1,13.21,16.84,Q3MV14,DeepLoc,classification,,2,Cytoplasm
411,33.33,32.12,13.14,19.71,13.63,Q969G3,DeepLoc,classification,,1,Nucleus
416,37.98,32.69,10.82,15.38,12.74,Q6NVD9,DeepLoc,classification,,1,Cytoplasm
485,41.24,34.64,11.96,11.34,11.13,Q6E434,DeepLoc,classification,,1,Nucleus
383,32.11,30.29,16.45,19.84,7.83,Q6CJY0,DeepLoc,classification,,1,Nucleus
131,35.11,36.64,16.03,6.87,14.5,Q8N3H0,DeepLoc,classification,,1,Cytoplasm
187,45.99,33.16,9.63,10.7,15.51,Q9VA37,DeepLoc,classification,,3,Cytoplasm
157,33.76,37.58,13.38,11.46,15.92,Q8N292,DeepLoc,classification,,2,Membrane
394,40.86,34.77,10.41,12.94,7.11,Q9HDW6,DeepLoc,classification,,1,Cytoplasm
372,22.58,54.03,11.56,9.68,29.84,P09651,DeepLoc,classification,,2,Cytoplasm
931,43.72,31.79,12.35,10.53,7.63,O14275,DeepLoc,classification,,1,Mitochondrion
348,44.83,30.17,12.07,10.34,17.82,Q9C9M7,DeepLoc,classification,,2,Cytoplasm
261,40.23,30.27,11.88,13.79,14.18,Q13156,DeepLoc,classification,,1,Nucleus
620,51.77,32.58,6.61,7.1,14.84,Q01959,DeepLoc,classification,,2,Membrane
619,51.86,32.96,6.62,6.79,14.38,Q61327,DeepLoc,classification,,2,Membrane
619,51.86,32.96,6.46,6.79,14.38,P23977,DeepLoc,classification,,2,Membrane
183,43.72,24.59,12.57,18.03,10.38,Q9P6P5,DeepLoc,classification,,1,Cytoplasm
606,41.42,28.71,15.51,13.37,9.24,P25808,DeepLoc,classification,,1,Nucleus
404,41.83,38.37,8.66,9.16,13.12,Q09780,DeepLoc,classification,,2,Cytoplasm
217,35.02,30.41,16.13,16.13,10.14,O35047,DeepLoc,classification,,1,Nucleus
984,43.7,29.47,11.18,13.92,12.6,F4I312,DeepLoc,classification,,1,Cytoplasm
177,42.94,28.81,10.73,16.38,8.47,Q04231,DeepLoc,classification,,1,Nucleus
640,39.84,37.81,9.38,11.25,8.44,O94419,DeepLoc,classification,,2,Cytoplasm
306,43.14,27.78,13.73,14.05,13.4,O94315,DeepLoc,classification,,2,Cytoplasm
348,39.08,31.32,10.92,15.23,13.22,P38074,DeepLoc,classification,,1,Nucleus
1027,37.49,29.02,16.36,15.68,10.03,Q24368,DeepLoc,classification,,1,Nucleus
516,42.44,27.91,12.79,14.73,11.82,Q6AVM3,DeepLoc,classification,,4,Membrane
184,45.65,35.87,8.7,7.07,15.76,Q9LVF1,DeepLoc,classification,,3,Membrane
681,39.06,33.48,12.33,12.78,13.8,O75943,DeepLoc,classification,,1,Nucleus
